fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.5697702427274411,0.5816472114137483,0.6060959792477302,0.6173820701989716,0.6444835680751174,0.6408450704225352,0
1,0.5465043853715729,0.5444010416666667,0.5965169270833333,0.6027371082795611,0.614622641509434,0.6367924528301887,0
2,0.5282086976204623,0.5386928104575164,0.5606535947712419,0.5922533423738243,0.6191164658634537,0.6096385542168675,0
3,0.4677748466810967,0.4876116071428572,0.4937779017857143,0.5119136104985161,0.5507131626235401,0.5212264150943396,0
4,0.5396341566929802,0.5518627450980392,0.5656862745098039,0.5943128964059197,0.6192441860465115,0.6069767441860465,0
0,0.5396267566855802,0.5472735760971055,0.580718954248366,0.5932235889276462,0.6155472212751449,0.6205250596658711,1
1,0.521119235095613,0.5366422947131608,0.5523247094113235,0.5791391093474426,0.6103780864197531,0.5949074074074074,1
2,0.5163402433087472,0.529161979752531,0.5517060367454067,0.567449230790577,0.594654304029304,0.59375,1
3,0.5274982316158787,0.5341970121381885,0.5794117647058824,0.5714264102512949,0.5933810621022603,0.6059907834101382,1
4,0.48099522005772005,0.48092447916666664,0.5317708333333333,0.5286142353127999,0.5501594896331738,0.5574162679425837,1
0,0.5432493721556222,0.566694568452381,0.5786086309523809,0.59348985654868,0.6342577030812324,0.6094117647058823,2
1,0.4597371284141712,0.4864739670187141,0.4883916990920881,0.5121626257340544,0.5619671201814059,0.5238095238095238,2
2,0.5057501080847384,0.5208263850287196,0.5460440985732815,0.5546914404391039,0.5884846461949266,0.5747663551401869,2
3,0.49624985036749736,0.5058730158730158,0.5283940242763772,0.5500176686059038,0.5750028011204481,0.5694117647058824,2
4,0.5454434562411217,0.5649481193255512,0.5652075226977951,0.601249858613279,0.634283452098179,0.6104513064133017,2
0,0.5136856849747474,0.52607421875,0.5484374999999999,0.5785365675990676,0.6071514423076922,0.5985576923076923,3
1,0.48929058403766573,0.5053177691309987,0.5195478969798035,0.5565085597568197,0.5850734725444702,0.5754060324825986,3
2,0.49805221968595126,0.5158482142857143,0.5236328124999999,0.5462287610028841,0.5777869848635508,0.5638051044083526,3
3,0.5368050250403191,0.5502614379084967,0.5743464052287581,0.5743072086459557,0.604524361948956,0.5939675174013921,3
4,0.5215727841712093,0.5225674915635545,0.5807367829021373,0.5811207897793264,0.6049622531939606,0.6146341463414634,3
0,0.5017456501831502,0.5134393601190477,0.5365234375000001,0.5558364143644517,0.584913217623498,0.5771028037383178,4
1,0.4970340835126827,0.5062318572046198,0.5455901426718547,0.5540643244324954,0.5794235192097426,0.5843230403800475,4
2,0.5081695217881987,0.5282101167315175,0.5321011673151751,0.5614132502493547,0.6033254156769596,0.5700712589073634,4
3,0.5168678705643686,0.5165647581989995,0.5669214378358347,0.5693134442532033,0.5867699368904188,0.6,4
4,0.5395399305555556,0.53974609375,0.5845052083333333,0.5783190695633091,0.5886136712749616,0.6105990783410138,4
