fold,f1_score,precision_score,recall_score,wF1,wPrecision,wRecall,rep
0,0.48862747714887783,0.49740596627756156,0.5209097646840838,0.5378938484572288,0.5591549295774647,0.5563380281690141,0
1,0.4846822123189311,0.48009672619047616,0.54638671875,0.5150786320597641,0.521526841868823,0.5636792452830188,0
2,0.44993248581483875,0.4746031746031746,0.46450046685340796,0.5128439030848669,0.5555249569707401,0.5108433734939759,0
3,0.4375565190018315,0.4414667038690476,0.48212425595238095,0.4785848192687815,0.49958726415094334,0.5094339622641509,0
4,0.5355200028729441,0.5369623404917523,0.5873856209150327,0.563829755515802,0.5804078995939461,0.5976744186046512,0
0,0.4779559003088415,0.4821241830065359,0.5317320261437909,0.5198012011854494,0.5399164677804296,0.5560859188544153,1
1,0.48720950965045456,0.5128702662167229,0.5077052868391451,0.5361730861730861,0.5773809523809523,0.5486111111111112,1
2,0.4830855059201516,0.4781449193850768,0.5368391451068617,0.5257743458464612,0.5289463141025641,0.5697115384615384,1
3,0.5180999066293184,0.5275599128540305,0.568562091503268,0.5478211176943896,0.5739503328213006,0.5806451612903226,1
4,0.4492406898656898,0.459077380952381,0.4802083333333334,0.5179244731876311,0.5415698336750968,0.5358851674641149,1
0,0.46654712475024973,0.48671875,0.4979352678571428,0.5103311982135512,0.549921568627451,0.5247058823529411,2
1,0.4948055124841936,0.4966802544623556,0.5392996108949417,0.5356867864104706,0.5503609221466365,0.5714285714285714,2
2,0.4764622321042555,0.46850565128775246,0.5423476005188067,0.5221053997923156,0.5257704717400979,0.5700934579439252,2
3,0.47092125739184565,0.4749673202614379,0.511923436041083,0.5251633986928105,0.5419607843137255,0.5529411764705883,2
4,0.427361959268574,0.4478552899759125,0.4581063553826199,0.48692885367469685,0.5342466915507296,0.501187648456057,2
0,0.4561037270021645,0.4586030505952381,0.4961495535714286,0.5043805153180153,0.5168440934065934,0.5336538461538461,3
1,0.45618862330924587,0.46525847693162864,0.4884843431536039,0.5075185062424042,0.5218981328030051,0.5359628770301624,3
2,0.4717891483516484,0.4779017857142857,0.513271949404762,0.5209425789472192,0.5418738260965639,0.5475638051044084,3
3,0.5166684622566975,0.5299299719887955,0.5469607843137255,0.5453162846434308,0.5743067064412771,0.5614849187935035,3
4,0.5078711314931788,0.5171103612048493,0.5404199475065616,0.5606222639149469,0.5847522260936895,0.5804878048780487,3
0,0.4913876488095238,0.497163318452381,0.5310825892857143,0.544722593087079,0.5613707165109034,0.5747663551401869,4
1,0.46002762972893435,0.4622351923908344,0.5014267185473411,0.5206066987365017,0.5324491950382686,0.5510688836104513,4
2,0.4484899017972948,0.46302112284602553,0.4702241986288679,0.5007578328243412,0.5253336726614637,0.5154394299287411,4
3,0.49232515215005485,0.498292261132728,0.5373865110246433,0.5399394648189829,0.5665327978580991,0.563855421686747,4
4,0.47039501297313796,0.4797433035714286,0.5146763392857143,0.5008559668697918,0.5269804696071977,0.5276497695852534,4
