,rep,f1,recall,precision
0,0,0.7806080813924385,0.7454284032059629,0.8539572565037642
0,1,0.7896685881839823,0.7599995746590001,0.8524890206618351
0,2,0.7818047815556984,0.744265634248987,0.8557072538722074
0,3,0.7829112975473219,0.7487808562670772,0.8514264255486466
0,4,0.7844720643874257,0.7486928778863643,0.8537931659653089
