,rep,f1,recall,precision
0,0,0.7887924261433094,0.7846616815741508,0.8214919765202608
0,1,0.7962982408852846,0.7925682672227821,0.8298143522958202
0,2,0.78515879644026,0.7791481662442598,0.8239388355645827
0,3,0.7915582378695216,0.7902787043850155,0.8200291239125373
0,4,0.798727921223769,0.7935311239390114,0.8315544450517296
