,rep,f1,recall,precision
0,0,0.9216860898595731,0.9079081643269921,0.9477296056290959
0,1,0.9234618060694954,0.9125744291745199,0.9444272479127053
0,2,0.9229945335996405,0.9130677629255839,0.9439154378899175
0,3,0.9178805811781374,0.9047978322987276,0.9442621502868231
0,4,0.9193915690691178,0.9076864675333951,0.9417105289177349
